planet_name,actual_radius,actual_mass,actual_temp,actual_esi,actual_habitability,predicted_mass,predicted_temp,predicted_esi,predicted_habitability,mass_error,temp_error,esi_error
HATS-50 b,1.13,0.39,1348.0,0.6855307101850541,Moderate,1.5395348252911036,1430.1228170134057,0.7338846743067949,Moderate,-1.1495348252911035,-82.12281701340567,-0.04835396412174087
HATS-51 b,1.41,0.768,1553.0,0.6900176216819655,Moderate,1.8226606581363116,1468.952843059878,0.6645922366107614,Moderate,-1.0546606581363116,84.04715694012202,0.025425385071204065
HATS-52 b,1.382,2.24,1834.0,0.6241331689927031,Moderate,1.7067368076284177,1941.2466974368733,0.6441061986113632,Moderate,0.5332631923715825,-107.24669743687332,-0.0199730296186601
HATS-53 b,1.34,0.595,1312.0,0.696843738407642,Moderate,1.4938394867535107,1389.34783760564,0.701860939695858,Moderate,-0.8988394867535108,-77.34783760564005,-0.005017201288216033
HATS-54 b,1.015,0.753,1420.0,0.7736902875178374,Moderate,1.292962900530982,1469.0174488946263,0.7720140124956489,Moderate,-0.539962900530982,-49.01744889462634,0.0016762750221884781
HATS-56 b,1.688,0.602,1902.0,0.6057310060738891,Moderate,2.537835178802103,1782.692347949565,0.5737214002472454,Moderate,-1.9358351788021033,119.30765205043508,0.032009605826643694
HATS-57 Ab,1.13,3.147,1413.4,0.6568890242324239,Moderate,1.3716449172109488,1466.669435171764,0.7423891800457585,Moderate,1.775355082789051,-53.26943517176392,-0.08550015581333459
HATS-58 Ab,1.095,1.03,1721.0,0.7559855972796765,Moderate,1.8533704138289964,2065.8269043011733,0.6772457959068348,Moderate,-0.8233704138289963,-344.8269043011733,0.07873980137284176
HATS-59 b,1.126,0.806,1128.0,0.7859533371129498,Moderate,1.3821116453650495,1071.7520292118957,0.7812755008651366,Moderate,-0.5761116453650494,56.24797078810434,0.00467783624781315
HATS-5 b,0.912,0.237,1025.0,0.6621427045578666,Moderate,1.0622945668260968,1064.678398963989,0.814925454801201,High,-0.8252945668260968,-39.67839896398891,-0.15278275024333443
HATS-60 b,1.153,0.662,1528.0,0.7232732954786335,Moderate,1.4805487742175396,1436.7428507112415,0.7327950689156292,Moderate,-0.8185487742175396,91.25714928875846,-0.009521773436995673
HATS-61 b,1.195,3.4,1226.0,0.652035923522998,Moderate,1.4900940228891306,974.7454706467205,0.7707224841786641,Moderate,1.9099059771108693,251.2545293532795,-0.11868656065566607
HATS-62 b,1.055,0.179,1237.0,0.6161121955920921,Moderate,1.1658593570367217,1210.42832802858,0.7985159573740894,Moderate,-0.9868593570367217,26.571671971420074,-0.18240376178199735
HATS-63 b,1.207,0.96,1398.0,0.7590548096188579,Moderate,1.3310078303189257,1406.139423384801,0.7355569022010401,Moderate,-0.3710078303189257,-8.13942338480092,0.023497907417817765
HATS-64 b,1.679,0.96,1793.0,0.6516480764022807,Moderate,2.5164518085426475,1753.2370206985993,0.5772730529018988,Moderate,-1.5564518085426475,39.76297930140072,0.07437502350038194
HATS-65 Ab,1.501,0.821,1634.0,0.6755549038443955,Moderate,2.0043254434076294,1738.872133415676,0.6233566747163634,Moderate,-1.1833254434076295,-104.87213341567599,0.05219822912803218
HATS-66 b,1.411,5.33,1998.0,0.5235015655439478,Moderate,2.0825182001084084,1932.2918202781698,0.6213349340156116,Moderate,3.2474817998915917,65.70817972183022,-0.0978333684716638
HATS-67 b,1.685,1.45,2193.0,0.6025272534268137,Moderate,2.3777921958868498,2223.8114313590827,0.5582481184099899,Moderate,-0.9277921958868498,-30.81143135908269,0.04427913501682379
HATS-68 b,1.2321,1.29,1741.0,0.707820511785101,Moderate,1.8343943355320529,1505.9083796020218,0.6907418986923941,Moderate,-0.5443943355320529,235.0916203979782,0.017078613092706862
HATS-69 b,0.945,0.577,1295.7,0.7479197697181008,Moderate,1.0409914185734062,1351.9671408571912,0.7943098505742023,Moderate,-0.4639914185734062,-56.26714085719118,-0.04639008085610152
HATS-70 b,1.384,12.9,2730.0,0.41591700678054133,Low,2.4995672758330496,2418.9142456371237,0.5837484370876557,Moderate,10.40043272416695,311.0857543628763,-0.16783143030711434
HATS-71 b,1.08,0.45,567.9,0.8095655604557715,High,0.7847818106701744,450.5554935232659,0.9033653720679005,High,-0.3347818106701744,117.34450647673407,-0.09379981161212891
HATS-72 b,0.7224,0.1254,739.3,0.5705369816068123,Moderate,0.643535063751819,700.5876304174125,0.7676351006020998,Moderate,-0.518135063751819,38.712369582587485,-0.1970981189952875
HATS-74 Ab,1.032,1.46,895.0,0.8182385911926765,High,0.7767467623188603,801.423188378288,0.8458689057233689,High,0.6832532376811397,93.57681162171195,-0.027630314530692424
HATS-75 b,0.884,0.491,772.0,0.7754930040941092,Moderate,0.6409789904894715,715.1803567494308,0.8154826888702289,High,-0.1499789904894715,56.81964325056924,-0.03998968477611975
HATS-76 b,1.079,2.629,940.0,0.7330620858152348,Moderate,0.8938044489605871,907.7298329929795,0.834071954985967,High,1.7351955510394128,32.27016700702052,-0.10100986917073218
HATS-77 b,1.165,1.374,828.0,0.8050152109489987,High,0.9655898221204126,815.3377312881031,0.8359008103874229,High,0.40841017787958755,12.6622687118969,-0.03088559943842417
HATS-8 b,0.873,0.138,1324.0,0.5645813672542337,Moderate,1.1678646847464953,1410.4341668577922,0.7597014165887234,Moderate,-1.0298646847464954,-86.4341668577922,-0.19512004933448968
HATS-9 b,1.236,0.839,1746.0,0.7139221084337156,Moderate,1.5578150717353854,1608.083575630094,0.6987602149148809,Moderate,-0.7188150717353854,137.91642436990605,0.01516189351883468
HD 100546 b,6.9,1.65,932.0,0.3686740196161869,Low,8.448195012603065,614.0481132034631,0.2923377334746542,Low,-6.798195012603065,317.9518867965369,0.0763362861415327
HD 106315 b,0.214,0.033,1153.0,0.24407428662760908,Low,0.5945813164084691,1266.0008768837363,0.42306714105904897,Low,-0.5615813164084691,-113.00087688373628,-0.1789928544314399
HD 106315 c,0.3908,0.038,886.0,0.34225747133851747,Low,0.7591810878068493,910.1457484469432,0.6011983808711462,Moderate,-0.7211810878068493,-24.14574844694323,-0.2589409095326287
HD 110067 b,0.19627,0.0179,800.0,0.2160383343039751,Low,0.2328397024144292,782.7326147032971,0.37415449706371035,Low,-0.2149397024144292,17.267385296702855,-0.15811616275973525
HD 110067 c,0.2132,0.0198,700.0,0.23431434723421493,Low,0.24860448673763236,708.8729045074505,0.3995186950716565,Low,-0.22880448673763235,-8.872904507450471,-0.16520434783744156
HD 110067 d,0.2543,0.02681,602.0,0.2778783126804361,Low,0.2868720300515296,602.6872324699989,0.4549851443301446,Low,-0.2600620300515296,-0.6872324699988894,-0.17710683164970847
HD 110067 e,0.1731,0.0123,533.0,0.1976083408651442,Low,0.21128903467064453,571.3721538817089,0.3613726716269573,Low,-0.19898903467064452,-38.37215388170887,-0.1637643307618131
HD 110067 f,0.232,0.01586,489.0,0.24322167871321665,Low,0.2661302705528704,519.0046047830737,0.4389499377571677,Low,-0.25027027055287043,-30.00460478307366,-0.19572825904395103
HD 110067 g,0.23258,0.0264,440.0,0.2767132306803865,Low,0.2666823170797362,461.62666617469006,0.4461554658065714,Low,-0.2402823170797362,-21.626666174690058,-0.1694422351261849
HD 110113 b,0.1829,0.01432,1371.0,0.18250186071785665,Low,0.455667782597608,1558.771664336413,0.36432760511386897,Low,-0.441347782597608,-187.7716643364131,-0.18182574439601232
HD 118203 b,1.14,2.17,1496.0,0.6903193421098018,Moderate,1.7675743365361263,1180.4284799227237,0.7404900799249213,Moderate,0.40242566346387365,315.5715200772763,-0.05017073781511949
HD 1397 b,1.026,0.415,1228.3,0.7235092133612692,Moderate,1.6248005770929992,828.848353899597,0.8168325171583343,High,-1.2098005770929992,399.45164610040297,-0.0933233037970651
HD 149026 b,0.74,0.28,1634.0,0.5925089017079586,Moderate,1.3325341132212123,1641.2589444330006,0.6911605738446188,Moderate,-1.0525341132212123,-7.258944433000579,-0.09865167213666026
HD 183579 b,0.3149,0.0302,769.0,0.3031884831492699,Low,0.6187632919050067,815.7878321687671,0.5425745394530522,Moderate,-0.5885632919050067,-46.78783216876707,-0.23938605630378235
HD 191939 b,0.303,0.031,893.0,0.29330954185922187,Low,0.3463861447007196,856.7309153895744,0.4835726101198635,Low,-0.3153861447007196,36.26908461042558,-0.19026306826064165
HD 191939 c,0.2748,0.0227,605.0,0.27702541469448516,Low,0.3201511180480191,641.7009865287339,0.4762835862386958,Low,-0.2974511180480191,-36.70098652873389,-0.19925817154421066
HD 191939 d,0.2712,0.0182,549.0,0.26543086116735487,Low,0.31680837162777975,599.7283888984238,0.47700036818192115,Low,-0.29860837162777976,-50.72838889842376,-0.21156950701456628
HD 202772 Ab,1.562,1.008,2132.0,0.6510579787728382,Moderate,2.5742370851561303,1653.2600061793842,0.5958946389519336,Moderate,-1.5662370851561302,478.73999382061584,0.0551633398209046
HD 20329 b,0.1534,0.02335,2000.0,0.17539192442934787,Low,0.313519255175445,1978.8383027419998,0.30152037056375647,Low,-0.290169255175445,21.16169725800023,-0.1261284461344086
HD 207496 Ab,0.2007,0.0192,743.0,0.2242284467656242,Low,0.2393260212099252,804.4202657559803,0.37856449165805395,Low,-0.2201260212099252,-61.42026575598027,-0.15433604489242975
HD 207897 b,0.22348,0.05,632.3,0.29864000922770945,Low,0.26172369071653223,617.2278529233246,0.42031496196395834,Low,-0.21172369071653224,15.072147076675378,-0.1216749527362489
HD 213885 Ab,0.15568,0.02778,2128.0,0.1817045338662812,Low,0.5142706323965333,2088.0585209608703,0.3263019256911701,Low,-0.48649063239653323,39.94147903912972,-0.14459739182488893
HD 21520 b,0.24061,0.0249,637.0,0.2644392632913285,Low,0.6193672926836339,725.9021160797965,0.48942329978557986,Low,-0.5944672926836339,-88.90211607979654,-0.22498403649425136
HD 219666 b,0.4202,0.0522,1073.0,0.36698575179093185,Low,0.5855439721105534,1002.7634539913909,0.5885285967977981,Moderate,-0.5333439721105534,70.23654600860914,-0.22154284500686627
HD 22946 b,0.12151,0.00821,1241.0,0.13345973196784508,Low,0.5250265080144688,1460.8578483803767,0.30738773169375816,Low,-0.5168165080144688,-219.8578483803767,-0.17392799972591308
HD 22946 c,0.20769,0.0208,931.0,0.22439761317081905,Low,0.6052595207914667,1094.6036851546069,0.4281070538359852,Low,-0.5844595207914667,-163.60368515460686,-0.20370944066516614
